project_name,country,year,sector,subsector,investment,fund_source,carrier_type,overall_rating,relevance,coherence,effectivity,efficiency,impact,sustainability,url,outcome_fully,outcome_partially,outcome_not,pdf
"Finanzsektorprogramm (KMU-, Mikro- und Hypothekenfinanzierung) (Investition)",Usbekistan,2015,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,17300000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,2.0,3.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Usbekistan_Finanz_2015_D.pdf,66.66666666666666,33.33333333333333,0.0,Usbekistan_Finanz_2015_D.pdf
Beteiligungsorientierte Stadtentwicklung in Manshiet Nasser I,Ägypten,2014,Wasser,Frieden und Governance,7160000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Ägypten_-ManshietNasser_2014_D.pdf,50.0,50.0,0.0,Ägypten_-ManshietNasser_2014_D.pdf
Beteiligungsorientierte Stadtentwicklung in Manshiet Nasser II,Ägypten,2014,Wasser,Frieden und Governance,8690000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Ägypten_-ManshietNasser_2014_D.pdf,50.0,50.0,0.0,Ägypten_-ManshietNasser_2014_D.pdf
Brücke <span lang='fr'>Lac Nokoué</span> / Überführung Steinmetzkreisel ,Benin,2014,Transport und Kommunikation,Nachhaltige Wirtschaft,36770000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Benin_Brücke_2014_D.pdf,100.0,0.0,0.0,Benin_Brücke_2014_D.pdf
Brücke <span lang='fr'>Lac Nokoué</span> / Überführung Steinmetzkreisel,Benin,2014,Transport und Kommunikation,Nachhaltige Wirtschaft,11750000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Benin_Brücke_2014_D.pdf,0.0,100.0,0.0,Benin_Brücke_2014_D.pdf
"Wasserprogramm, Phase Ia",Benin,2014,Wasser,Ressourcenschutz inkl. Wasser,9200000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Benin_Wasser_2014_D.pdf,44.44444444444444,33.33333333333333,22.22222222222222,Benin_Wasser_2014_D.pdf
"Wasserprogramm - <span lang='en'>Programme Eau Potable</span> (PEP), Phase Ib",Benin,2014,Wasser,Ressourcenschutz inkl. Wasser,9500000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Benin_Wasser_2014_D.pdf,44.44444444444444,33.33333333333333,22.22222222222222,Benin_Wasser_2014_D.pdf
"Wassersektorprogramm, Phase Ic",Benin,2014,Wasser,Ressourcenschutz inkl. Wasser,4500000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Benin_Wasser_2014_D.pdf,44.44444444444444,33.33333333333333,22.22222222222222,Benin_Wasser_2014_D.pdf
Ländliche Wasserversorgung IV,Benin,2014,Wasser,Ressourcenschutz inkl. Wasser,4200000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,2.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Benin_LändlWV_2014_D.pdf,75.0,25.0,0.0,Benin_LändlWV_2014_D.pdf
Programm zur Unterstützung der Nationalen Kompensationspolitik,Bolivien,2014,Governance,Frieden und Governance,16000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Bolivien_Nationalpark_2014_D.pdf,66.66666666666666,0.0,33.33333333333333,Bolivien_Nationalpark_2014_D.pdf
"Menschenrechte / Bekämpfung von Kinderarbeit und Kinderhandel, Phase II",Burkina Faso,2014,Governance,Frieden und Governance,2100000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,2,1.0,,3.0,2.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Burkina-Faso_Kinderarbeit_2014_D.pdf,50.0,25.0,25.0,Burkina-Faso_Kinderarbeit_2014_D.pdf
Arbeitsintensiver Pistenbau (HIMO) I,Burkina Faso,2014,Governance,Frieden und Governance,3150000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,4,3.0,,3.0,3.0,3,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Burkina_Faso_HIMO_2014_D.pdf,33.33333333333333,33.33333333333333,0.0,Burkina_Faso_HIMO_2014_D.pdf
Arbeitsintensiver Pistenbau (HIMO) II,Burkina Faso,2014,Governance,Frieden und Governance,4800000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,4,3.0,,3.0,3.0,3,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Burkina_Faso_HIMO_2014_D.pdf,50.0,50.0,0.0,Burkina_Faso_HIMO_2014_D.pdf
Selbsthilfefonds im Osten III,Burkina Faso,2014,Governance,Frieden und Governance,7000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,2.0,3.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Burkina_Faso_HIMO_2014_D.pdf,100.0,0.0,0.0,Burkina_Faso_HIMO_2014_D.pdf
Aufforstung Sichuan (Yangtze Schutzwald),Volksrepublik China,2014,Umweltschutz,Ernährungssicherung,13340000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/China_Sichuan_2014_D.pdf,75.0,12.5,12.5,China_Sichuan_2014_D.pdf
Aufforstung und Ressourcenschutz Sichuan (Aufstockung),Volksrepublik China,2014,Umweltschutz,Ernährungssicherung,2560000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/China_Sichuan_2014_D.pdf,75.0,12.5,12.5,China_Sichuan_2014_D.pdf
Forstvorhaben <span lang='es'>Huetar Norte</span>,Costa Rica,2014,Umweltschutz,Ernährungssicherung,15700000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,2.0,2.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Costa_Rica_Huetar_Norte_2014_D.pdf,33.33333333333333,66.66666666666666,0.0,Costa_Rica_Huetar_Norte_2014_D.pdf
Primar- und Sekundarschulen in <span lang='fr'>Bas Sassandra</span> I ,Elfenbeinküste,2014,Bildung,Nachhaltige Wirtschaft,18030000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,2.0,,3.0,4.0,4,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Cote_dIvoire_Bas_Sassandra_2014_D.pdf,0.0,50.0,50.0,Cote_dIvoire_Bas_Sassandra_2014_D.pdf
Ländliche Trinkwasser- und Sanitärversorgung II,El Salvador,2014,Wasser,Ressourcenschutz inkl. Wasser,13050000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/El-Salvador_Wasser_D_2014.pdf,88.88888888888889,11.11111111111111,0.0,El-Salvador_Wasser_D_2014.pdf
Wiederaufbau und Gemeindeförderung über FISDL III,El Salvador,2014,Sonstige,Frieden und Governance,7990000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,2.0,2.0,2,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/El_Salvador_FISDLIII_2014_D.pdf,75.0,25.0,0.0,El_Salvador_FISDLIII_2014_D.pdf
Rehabilitierung der Straße Sogakope-Akatsi,Ghana,2014,Transport und Kommunikation,Nachhaltige Wirtschaft,21450000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,1.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Ghana_Strasse_Sogakope_2014_D.pdf,100.0,0.0,0.0,Ghana_Strasse_Sogakope_2014_D.pdf
Soziale Vermarktung von Kontrazeptiva I ,Guinea,2014,Gesundheit,Gesundheit und soziale Sicherung,11700000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,4.0,3.0,4,3.0,https://www.kfw-entwicklungsbank.de/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Guinea_Soziale_Vermarktung_2006.pdf,25.0,25.0,50.0,Guinea_Soziale_Vermarktung_2006.pdf
"<span lang='en'>Social Marketing</span>, Phase III",Guinea,2014,Gesundheit,Gesundheit und soziale Sicherung,8200000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Guinea_Social_Marketing_D_2014.pdf,85.71428571428571,0.0,14.285714285714285,Guinea_Social_Marketing_D_2014.pdf
<span lang='en'>Social Marketing</span> I und III / Aids-Prävention als Querschnittsaufgabe,Guinea,2014,Gesundheit,Gesundheit und soziale Sicherung,2500000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,2.0,,4.0,3.0,4,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Guinea_Social_Marketing_D_2014.pdf,50.0,0.0,50.0,Guinea_Social_Marketing_D_2014.pdf
Basisgesundheit Westbengalen,Indien,2014,Gesundheit,Gesundheit und soziale Sicherung,36800000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Indien_Westbengalen_D_2014.pdf,66.66666666666666,33.33333333333333,0.0,Indien_Westbengalen_D_2014.pdf
Kapitalisierungsprogramm für Mikrokredite,Indien,2014,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,7590000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,2,3.0,,2.0,2.0,2,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Indien_Microfinance_2014_D.pdf,60.0,40.0,0.0,Indien_Microfinance_2014_D.pdf
Ländliche Wasserversorgung Maharashtra,Indien,2014,Wasser,Ressourcenschutz inkl. Wasser,17400000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Indien_WV_Maharashtra_2014_D.pdf,66.66666666666666,16.666666666666664,0.0,Indien_WV_Maharashtra_2014_D.pdf
Sekundärkrankenhäuser Karnataka Phase II,Indien,2014,Gesundheit,Gesundheit und soziale Sicherung,17220000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,1.0,,1.0,2.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Indien_Karnataka_2014_D.pdf,66.66666666666666,33.33333333333333,0.0,Indien_Karnataka_2014_D.pdf
REC Energieeffizienzprogramm (ZV),Indien,2014,Energie,Klima und Energie,93600000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,3,2.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Indien_Energieeffizienz_2014_D.pdf,75.0,25.0,0.0,Indien_Energieeffizienz_2014_D.pdf
Ländliches Infrastrukturprogramm Siem Reap und Kampong Thom I+II,Kambodscha,2014,Transport und Kommunikation,Nachhaltige Wirtschaft,10480000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,3.0,,2.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Kambodscha_RIPI-II_2014_D.pdf,33.33333333333333,0.0,0.0,Kambodscha_RIPI-II_2014_D.pdf
Programm ländliche Infrastruktur (RIP II),Kambodscha,2014,Transport und Kommunikation,Nachhaltige Wirtschaft,11150000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,3.0,,2.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Kambodscha_RIPI-II_2014_D.pdf,33.33333333333333,0.0,0.0,Kambodscha_RIPI-II_2014_D.pdf
Straße Maai Mahiu-Narok,Kenia,2014,Transport und Kommunikation,Nachhaltige Wirtschaft,58490000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,2.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Kenia_-Straße_Maai-Mahiu-Narok_2014_D.pdf,100.0,0.0,0.0,Kenia_-Straße_Maai-Mahiu-Narok_2014_D.pdf
"Kleinbewässerung Mount Kenya,  Phase I (Investition)",Kenia,2014,Landwirtschaft und Ernährungssicherheit,Ernährungssicherung,3130000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,3.0,2.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Kenia_Mount_Kenya_2014_D.pdf,100.0,0.0,0.0,Kenia_Mount_Kenya_2014_D.pdf
"Kleinbewässerung Mount Kenya, Phase II (Investition)",Kenia,2014,Landwirtschaft und Ernährungssicherheit,Ernährungssicherung,3950000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,3.0,2.0,2,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Kenia_Mount_Kenya_2014_D.pdf,100.0,0.0,0.0,Kenia_Mount_Kenya_2014_D.pdf
Berufsbildung I,Laos,2014,Bildung,Nachhaltige Wirtschaft,5400000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,3.0,,4.0,4.0,4,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Laos_BerufsbildungI-II_2014_D.pdf,0.0,0.0,100.0,Laos_BerufsbildungI-II_2014_D.pdf
Berufsbildung II,Laos,2014,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,4900000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,3.0,,2.0,4.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Laos_BerufsbildungI-II_2014_D.pdf,100.0,0.0,0.0,Laos_BerufsbildungI-II_2014_D.pdf
Unterstützung der Sektorstrategie Gesundheit I,Malawi,2014,Gesundheit,Gesundheit und soziale Sicherung,478630000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,3.0,3.0,4,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Malawi_Gesundheit_D_2014.pdf,50.0,0.0,10.0,Malawi_Gesundheit_D_2014.pdf
"Swap Gesundheit, Phase II",Malawi,2014,Gesundheit,Gesundheit und soziale Sicherung,478630000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,3.0,3.0,4,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Malawi_Gesundheit_D_2014.pdf,50.0,0.0,10.0,Malawi_Gesundheit_D_2014.pdf
"SWAp Gesundheit, Phase III",Malawi,2014,Gesundheit,Gesundheit und soziale Sicherung,478630000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,3.0,3.0,4,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Malawi_Gesundheit_D_2014.pdf,50.0,0.0,10.0,Malawi_Gesundheit_D_2014.pdf
Management natürlicher Ressourcen in Guidimakha ,Mauretanien,2014,Umweltschutz,Ernährungssicherung,4390000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,2.0,,3.0,4.0,4,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Mauretanien_Guidimakha_2014_D.pdf,20.0,80.0,0.0,Mauretanien_Guidimakha_2014_D.pdf
Sektorprogramm Energie I ,Mongolei,2014,Umweltschutz,Klima und Energie,27310000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Mongolei_Energie_2014_D.pdf,100.0,0.0,0.0,Mongolei_Energie_2014_D.pdf
Instandsetzung Stromverteilung Gorongosa,Mosambik,2014,Energie,Klima und Energie,4270000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,2,1.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Mosambik_Gorongosa_2014_D.pdf,0.0,0.0,0.0,Mosambik_Gorongosa_2014_D.pdf
Grundbildung II/PGF Grundbildung ,Niger,2014,Bildung,Nachhaltige Wirtschaft,5500000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,2.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Niger_Grundbildung_II_2014_D.pdf,66.66666666666666,33.33333333333333,0.0,Niger_Grundbildung_II_2014_D.pdf
"Programm zur Bekämpfung der Kinderlähmung, Phase II",Nigeria,2014,Gesundheit,Gesundheit und soziale Sicherung,345790000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Nigeria_Polio_2014_D.pdf,100.0,0.0,0.0,Nigeria_Polio_2014_D.pdf
"Programm zur Bekämpfung der Kinderlähmung, Phase III",Nigeria,2014,Gesundheit,Gesundheit und soziale Sicherung,156250000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Nigeria_Polio_2014_D.pdf,100.0,0.0,0.0,Nigeria_Polio_2014_D.pdf
Sektorbudgetfinanzierung Gesundheit I,Ruanda,2014,Gesundheit,Gesundheit und soziale Sicherung,8100000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,3.0,3.0,4,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Ruanda_HealthSWAp_2014_D.pdf,0.0,80.0,0.0,Ruanda_HealthSWAp_2014_D.pdf
Sektorbudgetfinanzierung Gesundheit II,Ruanda,2014,Gesundheit,Gesundheit und soziale Sicherung,5000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,3.0,3.0,4,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Ruanda_HealthSWAp_2014_D.pdf,0.0,80.0,0.0,Ruanda_HealthSWAp_2014_D.pdf
Makroökonomische Programmunterstützung der <span lang='en'>Economic Development Poverty Reduction Strategy (EDPRS)</span> I,Ruanda,2014,Sonstige,Frieden und Governance,10000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Ruanda_EDPRS_2014_D.pdf,33.33333333333333,66.66666666666666,0.0,Ruanda_EDPRS_2014_D.pdf
Makroökonomische Programmunterstützung der <span lang='en'>Economic Development Poverty Reduction Strategy (EDPRS)</span> II,Ruanda,2014,Sonstige,Frieden und Governance,15000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Ruanda_EDPRS_2014_D.pdf,33.33333333333333,66.66666666666666,0.0,Ruanda_EDPRS_2014_D.pdf
Makroökonomische Programmunterstützung der <span lang='en'>Economic Development Poverty Reduction Strategy (EDPRS)</span> III,Ruanda,2014,Sonstige,Frieden und Governance,10000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Ruanda_EDPRS_2014_D.pdf,33.33333333333333,66.66666666666666,0.0,Ruanda_EDPRS_2014_D.pdf
Infrastrukturprogramm Batticaloa-Distrikt ,Sri Lanka,2014,Sonstige,Frieden und Governance,15530000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Sri_Lanka_Batticaloa_2014_D.pdf,100.0,0.0,0.0,Sri_Lanka_Batticaloa_2014_D.pdf
Ländlicher Einfachwohnungsbau I,Südafrika,2014,Nachhaltige Wirtschaftsentwicklung,Frieden und Governance,25570000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,4,2.0,,3.0,3.0,4,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Südafrika_Einfachwohnungsbau_2014_D.pdf,40.0,40.0,20.0,Südafrika_Einfachwohnungsbau_2014_D.pdf
Ländlicher Einfachwohnungsbau II,Südafrika,2014,Nachhaltige Wirtschaftsentwicklung,Frieden und Governance,21740000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,4,2.0,,3.0,3.0,4,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Südafrika_Einfachwohnungsbau_2014_D.pdf,40.0,40.0,20.0,Südafrika_Einfachwohnungsbau_2014_D.pdf
Förderung der Privatwirtschaft (Treuhandbeteiligung),Kaukasus (regional),2014,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,11000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,1,1.0,,1.0,1.0,1,1.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/SOE_EFSE_2014_D.pdf,100.0,0.0,0.0,SOE_EFSE_2014_D.pdf
<span lang='en'>European Fund for Southeast Europe/Western Balkan</span>,Südosteuropa,2014,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,25000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,1,1.0,,2.0,1.0,1,1.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/SOE_EFSE_2014_D.pdf,85.71428571428571,14.285714285714285,0.0,SOE_EFSE_2014_D.pdf
